version,use_good_ori_only,numerical_preprocess_normalization,numerical_preprocess_num_nearest_neighbor,image_preprocess_image_size,image_preprocess_normalization,image_preprocess_augmentation,image_preprocess_mask_dilation,dfu_classes,attention_type,encoder_filters,encoder_kernel_size,encoder_dropout_prob,encoder_normalization,num_group_norm,num_conv,ds_stride,imag_fcn,imag_dropout_prob,clin_fcn,clin_dropout_prob,mixed_fcn,mixed_dropout_prob,loss_name,class_weight,lr,batch_size,epoch_size
hs_1,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_2,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_3,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_4,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_5,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_6,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_7,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_8,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_9,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_10,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_11,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_12,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_13,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_14,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_15,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_16,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_17,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_18,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_19,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_20,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_21,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_22,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_23,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_24,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_25,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_26,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_27,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_28,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_29,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_30,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_31,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_32,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",0.0001,8,30
hs_33,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_34,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",0.0001,8,30
hs_35,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_36,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",0.0001,8,30
hs_37,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_38,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_39,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_40,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_41,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_42,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_43,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_44,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_45,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_46,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_47,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_48,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_49,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_50,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_51,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_52,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_53,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_54,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_55,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_56,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_57,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_58,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_59,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_60,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_61,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_62,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_63,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_64,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_65,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_66,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-05,8,30
hs_67,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_68,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 1.0]",1e-05,8,30
hs_69,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
hs_70,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-05,8,30
